dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),ANNUAL GROWTH RATE[Pt?=P0?×(1+r)t],TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold
BUNYANGABU,Bunyangabu,"195,100",195100.0,KABAROLE,KABAROLE,BUNYANGABU,BUNYANGABU,BUNYANGABU,BUNYANGABU,Tooro,Bunyangabu District,4,4,8,1844,1575,3419,3861,3896,7757,1118,889,2007,1182,1101,2283,4,3,7,1508,1280,2788,3248,3457,6705,926,859,1785,941,716,1657,12942,4,3,7,1510,1283,2793,3223,3446,6669,925,857,1782,929,712,1641,134,307,441,8009,7465,15474,1186,1105,2291,170247.0,219012.0,466.0,1.025507508,219012.0,469.9828326,0.4871,30.2051,59.092652457399595,BUNYANGABU,0.682578164353687,1.281694023281202,0.06,3,False,-0.7180226550619365,0.068,False,False
IBANDA,Ibanda,"277,300",277300.0,IBANDA,IBANDA,IBANDA,IBANDA,IBANDA,IBANDA,Ankole,Ibanda District,14,7,21,13549,10956,24505,23406,14470,37876,5581,4754,10335,4523,3972,8495,12,7,19,13523,10936,24459,23352,14293,37645,4490,3944,8434,5561,4738,10299,80856,12,7,19,13348,10761,24109,23034,14045,37079,4404,3857,8261,5558,4652,10210,353,1188,1541,47073,34159,81232,4537,3979,8516,249625.0,309466.0,622.0,1.021721392,309466.0,497.5337621,0.0966,30.4818,261.2758752173098,IBANDA,0.022077294445327997,1.4330171748948453,0.045,3,True,-0.5120466239631798,0.059,False,False
WAKISO,Wakiso,"2,915,200",2915200.0,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,South Central,Wakiso District,434,402,836,36595,29733,66328,76274,48569,124843,24169,21846,46015,28266,26554,54820,207,222,443,28072,22651,50723,54615,35132,89747,19921,18791,38712,17118,15832,32950,212575,213,230,443,26790,25104,51894,54009,34743,88752,19723,18791,38514,16791,15488,32279,827,3820,4647,165738,127104,292842,28700,26956,55656,1997418.0,3411177.0,1884.0,1.054978307,3411177.0,1810.603503,0.063,32.4467,62.31720019219173,WAKISO,0.2526553063671803,0.7952027112652322,0.221,3,False,-0.2742187805914009,0.243,False,False
AMOLATAR,Amolatar,"170,100",170100.0,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,Lango,Amolatar District,6,5,11,14051,7775,21826,14608,6702,21310,4772,3810,8582,4546,4217,8763,6,5,11,14028,7770,21798,14549,6702,21251,4543,4217,8760,4772,3810,8582,60402,6,5,11,13868,7770,21638,14429,6693,21122,4546,4211,8757,4771,3810,8581,843,1697,2540,37983,22509,60492,4552,4222,8774,147166.0,188715.0,1163.0,1.025179454,188715.0,162.2656922,1.6054,32.8084,320.06994674509184,AMOLATAR,0.11456626694715127,1.3120143186184208,0.097,1,False,0.5120541966135197,0.1,False,False
LAMWO,Lamwo,"143,800",143800.0,LAMWO,LAMWO,LAMWO,LAMWO,LAMWO,LAMWO,Acholi,Lamwo District,31,26,57,48061,35377,83438,30575,9730,40305,19053,16437,35490,18752,18533,37285,31,26,57,46426,34038,80464,29409,9282,38691,17947,17722,35669,18384,15816,34200,189081,31,26,57,47339,35005,82344,30186,9565,39751,18578,18175,36753,18983,16282,35265,824,2043,2867,116472,80103,196575,18783,18559,37342,134371.0,213156.0,5588.0,1.047223071,213156.0,38.14531138,3.491,32.808,887.0545515960142,LAMWO,4.180316882200133,3.2611551205416847,0.006,1,True,1.557178502863571,0.01,True,False
KAABONG,Kaabong,"125,400",125400.0,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,Karamoja,Kaabong District,3,0,3,4358,3429,7787,9575,5013,14588,2475,2094,4569,6031,5776,11807,3,0,3,4331,3416,7747,9456,4989,14445,5980,5728,11708,2453,2081,4534,38437,3,0,3,4290,3404,7694,9361,4947,14308,5926,5699,11625,2431,2066,4497,131,836,967,22442,16312,38754,6034,5776,11810,116646.0,264631.0,4751.0,1.085368184,264631.0,55.70006314,3.5696,34.242,145.24753335776987,KAABONG,-0.09312058024146866,-0.2959288314411014,0.311,2,False,0.15894546495804368,0.344,False,False
IGANGA,Iganga,"402,600",402600.0,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,Busoga,Iganga District,33,16,49,36249,22824,59073,55861,25124,80985,19923,16707,36630,26723,24797,51520,30,16,45,35075,21929,57004,53573,24060,77633,25813,24009,49822,19309,16023,35332,219836,29,16,45,34141,21096,55237,51406,23293,74699,25387,23397,48784,18880,15652,34532,2277,6154,8431,138789,89468,228257,26756,24813,51569,339311.0,426958.0,633.0,1.023242857,426958.0,674.4992101,0.7236,33.4832,514.8890523189634,IGANGA,0.7519879914345378,1.5866000419165742,0.066,1,False,0.6880238034973647,0.084,False,False
NAMAYINGO,Namayingo,"237,000",237000.0,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,Busoga,Namayingo District,16,4,20,11032,6993,18025,21237,12333,33570,4847,3914,8761,6077,5657,11734,15,4,19,11025,6977,18002,21214,12307,33521,6058,5656,11714,4844,3910,8754,72010,15,4,19,10833,6929,17762,20910,12122,33032,6021,5612,11633,4798,3881,8679,1219,2229,3448,43209,28901,72110,6093,5661,11754,215443.0,266716.0,587.0,1.021578321,266716.0,454.3713799,0.3426,33.8411,269.98755230282393,NAMAYINGO,0.0008184124522623165,0.4163423498777457,0.382,3,False,-0.23492164237135946,0.385,False,False
RUKUNGIRI,Rukungiri,"333,800",333800.0,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,Kigezi,Rukungiri District,3,1,4,2452,2171,4623,5105,4145,9250,1008,926,1934,984,867,1851,3,1,4,2433,2153,4586,5057,4105,9162,975,852,1827,997,917,1914,17493,3,1,4,2424,2140,4564,5038,4093,9131,964,844,1808,990,910,1900,46,197,243,9552,8110,17662,987,868,1855,314694.0,376110.0,1381.0,1.017987961,376110.0,272.346126,0.7518,29.9278,46.51032942490229,RUKUNGIRI,0.9291603530412198,2.5518484040653227,0.001,3,True,-0.9213454489346317,0.001,False,True
PAKWACH,Pakwach,"196,800",196800.0,NEBBI,NEBBI,PAKWACH,PAKWACH,PAKWACH,PAKWACH,West Nile,Pakwach District,7,8,15,7729,4026,11755,8221,4003,12224,2514,2003,4517,2789,2588,5377,7,6,13,7416,3910,11326,7765,3911,11676,2628,2407,5035,2457,1943,4400,32450,7,6,13,7557,3997,11554,7858,3947,11805,2697,2470,5167,2497,1991,4488,530,898,1428,21260,12628,33888,2796,2596,5392,158037.0,206961.0,877.0,1.027337104,206961.0,235.9874572,2.4738,31.3999,156.79282570146066,PAKWACH,-0.12256102195934891,-0.5296409097046392,0.271,2,False,0.2326350393981241,0.251,False,False
RUBANDA,Rubanda,"208,500",208500.0,KABALE,KABALE,RUBANDA,RUBANDA,RUBANDA,RUBANDA,Kigezi,Rubanda District,0,0,0,216,294,510,687,1309,1996,83,88,171,73,75,148,0,0,0,150,246,396,609,1233,1842,54,54,108,45,61,106,2452,0,0,0,147,234,381,602,1227,1829,52,50,102,44,61,105,2,25,27,1059,1766,2825,73,75,148,196896.0,249454.0,660.0,1.023942002,249454.0,377.9606061,1.1517,29.8352,9.829467557144804,RUBANDA,1.2543994602945543,2.480342642324161,0.001,3,True,-1.0704985556477022,0.001,False,True
LUUKA,Luuka,"267,100",267100.0,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,Busoga,Luuka District,3,2,5,30197,15017,45214,44511,14391,58902,17092,12663,29755,22374,19029,41403,3,2,5,30216,15014,45230,44456,14391,58847,22373,19032,41405,17087,12663,29750,175237,3,2,5,30107,14949,45056,43885,14289,58174,22312,18973,41285,17056,12634,29690,3102,8283,11385,114177,61102,175279,22377,19031,41408,238020.0,298639.0,650.0,1.02294741,298639.0,459.4446154,0.7251,33.3037,586.7853830209718,LUUKA,1.0879020294418662,1.9715977807980452,0.044,1,True,0.7728188779683349,0.047,True,False
KOLE,Kole,"284,300",284300.0,KOLE,KOLE,KOLE,KOLE,KOLE,KOLE,Lango,Kole District,54,61,115,25446,7355,32801,18392,6228,24620,5542,3987,9529,6344,5712,12056,48,53,114,14787,7249,22036,18146,6145,24291,6258,5644,11902,5360,3937,9297,67640,54,60,114,14926,7336,22262,18295,6219,24514,6334,5704,12038,5440,3985,9425,2124,4369,6493,55778,23343,79121,6398,5773,12171,239327.0,294301.0,1073.0,1.020892478,294301.0,274.278658,2.3031,0.0,229.83272228093008,KOLE,-0.06164772202701561,-0.6882293953880531,0.223,2,False,0.32959651396590733,0.216,False,False
KALIRO,Kaliro,"288,500",288500.0,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,Busoga,Kaliro District,77,55,132,19445,10346,29791,33943,14805,48748,12424,8887,21311,21328,18391,39719,77,55,129,19425,10328,29753,33891,14792,48683,21321,18391,39712,12422,8887,21309,139586,76,53,129,19288,10248,29536,33442,14658,48100,21266,18344,39610,12388,8850,21238,3149,7978,11127,87217,52484,139701,21405,18446,39851,286397.0,236199.0,779.0,0.980914059,236199.0,303.2079589,0.8927,33.5028,590.9677856383812,KALIRO,1.3602256586199477,2.4319243054898316,0.021,1,True,0.9514780955449569,0.024,True,False
OMORO,Omoro,"196,400",196400.0,GULU,OMORO,OMORO,OMORO,OMORO,OMORO,Acholi,Omoro District,19,20,39,24113,12354,36467,25445,6780,32225,11103,8196,19299,13968,12880,26848,18,19,36,23731,12310,36041,25258,6734,31992,13909,12822,26731,11066,8165,19231,114031,18,18,36,23558,12176,35734,24858,6691,31549,13788,12719,26507,10923,8038,18961,1257,2688,3945,74648,40230,114878,13987,12900,26887,142875.0,207339.0,1483.0,1.037940541,207339.0,139.8105192,2.7152,32.492,549.9737145447792,OMORO,1.1488944302419652,2.3465435734803317,0.026,1,True,0.918816358481609,0.028,True,False
RUKIGA,Rukiga,"105,400",105400.0,KABALE,KABALE,RUKIGA,RUKIGA,RUKIGA,RUKIGA,Kigezi,Rukiga District,1,1,2,346,351,697,816,710,1526,191,134,325,164,144,308,1,1,2,336,341,677,761,678,1439,157,134,291,171,124,295,2704,1,1,2,333,332,665,752,669,1421,153,132,285,168,121,289,7,22,29,1518,1340,2858,165,145,310,100726.0,132355.0,426.0,1.027684666,132355.0,310.6924883,1.1326,30.0434,20.429904423708965,RUKIGA,1.22978003572096,2.2125394480909772,0.001,3,True,-1.0929154341025125,0.001,False,True
AMURU,Amuru,"216,800",216800.0,AMURU,AMURU,AMURU,AMURU,AMURU,AMURU,Acholi,Amuru District,26,31,57,21617,11325,32942,21993,8407,30400,8903,6949,15852,11214,10510,21724,25,30,55,21490,11296,32786,21519,8349,29868,11086,10394,21480,8859,6935,15794,99983,25,30,55,21231,11177,32408,21128,8255,29383,10967,10304,21271,8757,6855,15612,937,1718,2655,63753,37222,100975,11240,10541,21781,186696.0,247574.0,3619.0,1.028624826,247574.0,68.40950539,3.1042,32.0837,403.8509698110464,AMURU,0.7106026871520226,3.1015209062815696,0.004,1,True,1.1788842750643305,0.008,True,False
KITGUM,Kitgum,"223,600",223600.0,KITGUM,KITGUM,KITGUM,KITGUM,KITGUM,KITGUM,Acholi,Kitgum District,24,16,40,32672,18967,51639,29819,10760,40579,13972,11171,25143,18765,17686,36451,23,16,38,32567,18920,51487,29604,10657,40261,18547,17559,36106,13894,11121,25015,152907,23,15,38,32229,18700,50929,29383,10491,39874,18439,17437,35876,13836,11024,24860,1290,2571,3861,95252,58600,153852,18789,17702,36491,204048.0,239655.0,4391.0,1.016214565,239655.0,54.57868367,3.3397,33.1689,638.029667647243,KITGUM,2.3744196761565672,3.2702105746636203,0.011,1,True,1.4476862847637089,0.008,True,False
KANUNGU,Kanungu,"277,300",277300.0,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,Kigezi,Kanungu District,27,11,38,4185,3425,7610,7825,5691,13516,2027,1844,3871,2137,1872,4009,24,11,35,3885,3230,7115,7055,5146,12201,1978,1746,3724,1869,1719,3588,26663,24,11,35,3859,3207,7066,7001,5118,12119,1957,1733,3690,1840,1715,3555,172,441,613,16201,12843,29044,2164,1883,4047,252144.0,310062.0,1275.0,1.020892447,310062.0,243.1858824,0.8195,0.0,85.99247892357012,KANUNGU,0.9302178360531698,1.9384259886760984,0.001,3,True,-1.115132129450607,0.001,False,True
ZOMBO,Zombo,"283,100",283100.0,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,West Nile,Zombo District,7,8,15,8409,5456,13865,11549,5167,16716,3488,2923,6411,4667,4572,9239,6,8,14,8402,5450,13852,11192,5161,16353,4665,4566,9231,3489,2919,6408,45858,6,8,14,8308,5395,13703,11068,5119,16187,4614,4498,9112,3436,2889,6325,449,878,1327,28120,18126,46246,4674,4580,9254,240081.0,312621.0,939.0,1.02675313,312621.0,332.9297125,2.4882,30.8499,146.6888020958285,ZOMBO,0.044145964445505836,0.11343459791985563,0.492,3,False,-0.08244571881586074,0.475,False,False
JINJA,Jinja,"515,100",515100.0,JINJA,JINJA,JINJA,JINJA,JINJA,JINJA,Busoga,Jinja District,40,24,64,15929,9456,25385,28175,12896,41071,10322,7806,18128,12703,11088,23791,34,19,53,15425,9197,24622,26154,12205,38359,12412,10873,23285,10094,7675,17769,104088,34,19,53,15168,9011,24179,25764,12015,37779,12237,10822,23059,9910,7513,17423,847,2225,3072,67169,41270,108439,12743,11112,23855,224168.0,280905.0,499.0,1.022818525,280905.0,562.9358717,0.5349,33.2139,370.5452021145939,JINJA,0.22014413752082973,1.086761387983317,0.131,1,False,0.4883280962828935,0.145,False,False
YUMBE,Yumbe,"663,600",663600.0,YUMBE,YUMBE,YUMBE,YUMBE,YUMBE,YUMBE,West Nile,Yumbe District,28,35,63,27513,17736,45249,29194,11628,40822,11902,9641,21543,16660,15797,32457,28,34,69,27303,17545,44848,28820,11586,40406,16451,15586,32037,11812,9576,21388,138748,26,43,69,27090,17416,44506,28587,11359,39946,16352,15489,31841,11719,9515,21234,964,1895,2859,85297,54837,140134,16688,15832,32520,484822.0,945100.0,2323.0,1.069029142,945100.0,406.8445975,3.4698,31.2483,146.80774521214687,YUMBE,0.09612411422902722,0.4052069036865289,0.385,3,False,-0.17474598813894268,0.393,False,False
BUYENDE,Buyende,"414,600",414600.0,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,Busoga,Buyende District,21,18,39,17497,9113,26610,29478,10377,39855,11097,8054,19151,17732,15785,33517,21,18,38,17497,9113,26610,29454,10377,39831,17730,15775,33505,11097,8051,19148,119132,20,18,38,17300,8954,26254,28920,10251,39171,17592,15599,33191,10986,7957,18943,4982,10330,15312,75825,43347,119172,17753,15803,33556,323067.0,403486.0,1379.0,1.022477093,403486.0,292.5931835,1.2414,33.1239,295.25683666843463,BUYENDE,0.07472017303246864,1.7299004078475595,0.06,1,False,0.6706857378736001,0.055,False,False
KISORO,Kisoro,"315,400",315400.0,KISORO,KISORO,KISORO,KISORO,KISORO,KISORO,Kigezi,Kisoro District,1,0,1,1162,1374,2536,2713,2870,5583,780,707,1487,1132,1093,2225,1,0,1,1156,1372,2528,2676,2852,5528,1125,1089,2214,776,705,1481,11752,1,0,1,1153,1369,2522,2671,2844,5515,1125,1089,2214,776,705,1481,1,58,59,5788,6044,11832,1133,1093,2226,281705.0,433662.0,690.0,1.044084579,433662.0,628.4956522,1.1539,29.6499,27.099446112410124,KISORO,1.1252434477290563,1.462274562406271,0.023,3,True,-1.0274046675013686,0.013,False,True
NAKAPIRIPIRIT,Nakapiripirit,"113,300",113300.0,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,Karamoja,Nakapiripirit District,14,10,24,5100,3234,8334,8283,7770,16053,3363,2701,6064,10463,9619,20082,14,10,25,5085,3230,8315,8237,7772,16009,10460,9636,20096,3371,2700,6071,50516,14,11,25,5026,3190,8216,8160,7381,15541,10373,9529,19902,3343,2677,6020,324,784,1108,27223,23334,50557,10477,9629,20106,88281.0,111681.0,2641.0,1.023790759,111681.0,42.28739114,1.7013,34.5971,452.3240300498742,NAKAPIRIPIRIT,0.0600809801206901,0.17155650495729763,0.38,1,False,0.0790106517289795,0.379,False,False
GULU,Gulu,"325,600",325600.0,GULU,GULU,GULU,GULU,GULU,GULU,Acholi,Gulu District,42,41,83,19405,10275,29680,18671,7370,26041,8805,6521,15326,9681,8834,18515,34,37,73,17916,9437,27353,17232,6948,24180,9011,8223,17234,8151,6029,14180,83020,36,37,73,19033,10055,29088,18233,7276,25509,9491,8600,18091,8640,6398,15038,830,1792,2622,56604,33041,89645,9723,8875,18598,108428.0,135373.0,1721.0,1.022442893,135373.0,78.65950029,2.955,32.4467,613.2685247427479,GULU,2.652845948826894,3.479977108369569,0.008,1,True,1.728651241964325,0.008,True,False
BUKOMANSIMBI,Bukomansimbi,"156,600",156600.0,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,South Central,Bukomansimbi District,3,9,12,3629,3110,6739,4753,2612,7365,2142,2023,4165,2136,2244,4380,3,9,12,3617,3101,6718,4738,2570,7308,2119,2222,4341,2139,2047,4186,22565,3,9,12,3589,3085,6674,4647,2534,7181,2105,2207,4312,2121,2025,4146,165,544,709,12663,9998,22661,2139,2253,4392,151413.0,197568.0,600.0,1.026964294,197568.0,329.28,0.1433,31.6055,114.21384029802398,BUKOMANSIMBI,-0.304895050252813,-0.9487169764329593,0.159,2,False,0.4233719065735472,0.178,False,False
DOKOLO,Dokolo,"215,500",215500.0,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,Lango,Dokolo District,19,18,37,24408,12860,37268,22867,8060,30927,8832,6138,14970,8961,7877,16838,19,18,37,24408,12860,37268,22857,8060,30917,8961,7877,16838,8832,6138,14970,100030,19,18,37,24106,12661,36767,22460,7919,30379,8835,7746,16581,8727,6062,14789,1367,2567,3934,65087,34953,100040,8980,7895,16875,183093.0,215625.0,1004.0,1.016489126,215625.0,214.7659363,1.9131,33.1717,463.9072463768116,DOKOLO,0.48720996141465006,1.408149817211733,0.09,1,False,0.5622185797319861,0.097,False,False
KWEEN,Kween,"109,500",109500.0,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,Bugisu,Kween District,0,0,0,1962,1925,3887,4730,3896,8626,849,778,1627,743,746,1489,0,0,0,1909,1874,3783,4434,3783,8217,710,723,1433,821,763,1584,15017,0,0,0,1907,1884,3791,4423,3761,8184,714,716,1430,827,759,1586,59,126,185,8284,7345,15629,743,746,1489,93667.0,129277.0,851.0,1.032745867,129277.0,151.9118684,1.4126,34.5528,116.16142082505009,KWEEN,0.13801085082115777,0.5494742419767178,0.31,3,False,-0.20169131937461798,0.319,False,False
SERERE,Serere,"359,500",359500.0,SERERE,SERERE,SERERE,SERERE,SERERE,SERERE,Teso,Serere District,15,9,24,31171,17371,48542,27434,8900,36334,12196,9787,21983,10399,9889,20288,15,9,23,31162,17358,48520,27414,8858,36272,10391,9879,20270,12192,9778,21970,127055,14,9,23,30466,17002,47468,26472,8551,35023,10116,9496,19612,11926,9608,21534,1571,3962,5533,81215,45956,127171,10414,9898,20312,285903.0,358123.0,1495.0,1.022777935,358123.0,239.5471572,1.4994,33.549,354.78034083261895,SERERE,0.16653243301516513,1.0970097924627336,0.141,1,False,0.4384235751833108,0.14,False,False
AMURIA,Amuria,"225,000",225000.0,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,Teso,Amuria District,25,16,41,26747,14722,41469,28263,8555,36818,11146,8139,19285,10375,9319,19694,25,16,41,26690,14695,41385,28139,8518,36657,10317,9307,19624,11123,8135,19258,116965,25,16,41,26295,14451,40746,27669,8333,36002,10158,9159,19317,10950,8000,18950,1145,2837,3982,76556,40751,117307,10400,9335,19735,183348.0,251653.0,1383.0,1.032173235,251653.0,181.9616775,2.0302,33.6428,464.7868294834554,AMURIA,0.6047071458637481,1.563374290445135,0.074,1,False,0.6931513543200408,0.086,False,False
ADJUMANI,Adjumani,"235,900",235900.0,ADJUMANI,ADJUMANI,ADJUMANI,ADJUMANI,ADJUMANI,ADJUMANI,West Nile,Adjumani District,43,32,75,24233,18864,43097,25366,11574,36940,9855,8514,18369,11912,12171,24083,42,61,74,23620,18439,42059,24808,11445,36253,11672,11926,23598,9657,8341,17998,119982,42,32,74,23462,18413,41875,24642,11265,35907,11604,11844,23448,9639,8322,17961,743,2049,2792,71409,51155,122564,11955,12203,24158,107966.0,144084.0,2301.0,1.029278437,144084.0,62.61799218,3.2549,31.7195,832.7225784958774,ADJUMANI,0.25049075136183857,0.2448341564889163,0.342,1,False,0.1198261266618416,0.346,False,False
KYEGEGWA,Kyegegwa,"441,000",441000.0,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,Tooro,Kyegegwa District,103,82,185,17325,12855,30180,24732,13701,38433,11387,9387,20774,11534,10753,22287,99,79,178,15209,11424,26633,21154,11952,33106,9880,9353,19233,9703,8300,18003,97153,99,79,178,16417,12190,28607,23269,13096,36365,10897,10289,21186,10755,9094,19849,796,2004,2800,65081,46778,111859,11637,10835,22472,281637.0,501120.0,1882.0,1.059315197,501120.0,266.2699256,0.4818,31.055,193.87172733077907,KYEGEGWA,0.14135095360625344,1.0127344052926637,0.149,3,False,-0.4066471727536158,0.142,False,False
KYENJOJO,Kyenjojo,"525,400",525400.0,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,Tooro,Kyenjojo District,93,59,152,15063,11192,26255,20515,13530,34045,7127,6135,13262,7605,6900,14505,82,51,133,13796,10467,24263,18469,12399,30868,7023,6435,13458,6650,5720,12370,81092,82,51,133,13715,10452,24167,18522,12359,30881,6988,6407,13395,6574,5721,12295,545,1288,1833,50403,37816,88219,7698,6959,14657,422204.0,543998.0,2352.0,1.025669629,543998.0,231.2916667,0.6093,30.6401,149.06672451001657,KYENJOJO,0.3178262103335932,1.2959687140297618,0.065,3,False,-0.5784993469255996,0.063,False,False
KASESE,Kasese,"793,200",793200.0,KASESE,KASESE,KASESE,KASESE,KASESE,KASESE,Tooro,Kasese District,14,16,30,11788,9395,21183,24115,16559,40674,4769,4086,8855,4936,4664,9600,14,13,27,11438,9013,20451,23343,15982,39325,4637,4448,9085,4439,3845,8284,77172,14,13,27,11361,8954,20315,23165,15907,39072,4628,4425,9053,4412,3834,8246,247,687,934,45622,34720,80342,4950,4680,9630,694987.0,853831.0,2795.0,1.020797326,853831.0,305.4851521,0.1699,0.0,90.38322572031234,KASESE,0.4547047865347635,1.3975878743631793,0.05,3,False,-0.5612635560805618,0.049,False,True
SHEEMA,Sheema,"220,500",220500.0,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,Ankole,Sheema District,1,0,1,504,540,1044,1316,1024,2340,227,215,442,235,223,458,1,0,1,438,499,937,1133,943,2076,183,183,366,176,189,365,3745,1,0,1,416,482,898,1097,889,1986,175,175,350,165,175,340,8,42,50,2283,2002,4285,236,223,459,207343.0,252275.0,327.0,1.019808162,252275.0,771.4831804,0.5515,30.3897,14.844911307105342,SHEEMA,1.1534413326300967,2.4992834993262063,0.001,3,True,-1.003812255375734,0.001,False,True
RUBIRIZI,Rubirizi,"144,100",144100.0,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,Ankole,Rubirizi District,2,1,3,4917,4050,8967,8137,4342,12479,2361,2078,4439,2200,1983,4183,2,1,3,4910,4045,8955,7963,4329,12292,2233,1941,4174,2319,2015,4334,29758,2,1,3,4809,4004,8813,7988,4265,12253,2192,1996,4188,2326,2048,4374,81,388,469,17617,12454,30071,2202,1984,4186,129149.0,168211.0,1096.0,1.026777479,168211.0,153.4771898,0.2642,30.1084,176.90876339835089,RUBIRIZI,0.3452567676656496,2.028072151895075,0.002,3,True,-0.8118761182471272,0.003,False,True
BUTALEJA,Butaleja,"300,500",300500.0,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,Bukedi,Butaleja District,30,11,41,11239,7040,18279,16543,6715,23258,6853,5588,12441,8419,7728,16147,29,9,38,10876,6907,17783,15952,6391,22343,8216,7544,15760,6704,5471,12175,68099,29,9,38,10426,6686,17112,15099,6071,21170,7848,7184,15032,6554,5291,11845,767,1499,2266,43084,27082,70166,8449,7739,16188,244153.0,312771.0,655.0,1.025076887,312771.0,477.5129771,0.0,0.0,217.72798629028907,BUTALEJA,-0.0658931558281125,-0.6748867736220568,0.237,2,False,0.27124525239608427,0.239,False,False
KIBAALE,Kibaale,"198,200",198200.0,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,Bunyoro,Kibaale District,45,28,73,4272,3136,7408,6071,3420,9491,2281,1904,4185,2907,2891,5798,21,19,40,4064,3001,7065,5541,3033,8574,2738,2681,5419,2204,1818,4022,25120,21,19,40,4003,2967,6970,5463,3014,8477,2729,2679,5408,2211,1825,4036,549,1234,1783,15576,11379,26955,2952,2919,5871,140947.0,237649.0,1153.0,1.053629727,237649.0,206.1136167,0.8088,31.0335,105.70210688873085,KIBAALE,0.41861466958758686,1.2636980349086455,0.069,3,False,-0.5638870709957177,0.07,False,False
