dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),ANNUAL GROWTH RATE[Pt?=P0?×(1+r)t],TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold
MADI OKOLLO,Madi Okollo,"164,200",164200.0,ARUA,ARUA,ARUA,ARUA,MADI OKOLLO,MADI-OKOLLO,West Nile,Madi-Okollo District,24,25,49,10873,7160,18033,11375,4517,15892,4179,3587,7766,4018,4009,8027,24,25,49,10388,6718,17106,10991,4401,15392,3804,3777,7581,3963,3353,7316,47444,24,25,49,10898,7156,18054,11488,4485,15973,3985,3999,7984,4183,3578,7761,656,1403,2059,30469,19298,49767,4042,4034,8076,140188.0,178051.0,2048.0,1.024196666,178051.0,86.93896484,2.8218,31.2168,266.46297970806114,MADI-OKOLLO,-0.002835503003441632,-0.38860394862011594,0.32,2,False,0.1450474627830224,0.307,False,False
KARENGA,Karenga,"68,500",68500.0,KAABONG,KAABONG,KAABONG,KAABONG,KARENGA,KARENGA,Karamoja,Karenga District,0,2,2,4075,2442,6517,5305,2080,7385,1419,1171,2590,2576,2287,4863,0,2,2,3944,2378,6322,4745,1913,6658,2428,2128,4556,1378,1144,2522,20060,0,2,2,3840,2312,6152,4648,1862,6510,2402,2091,4493,1352,1104,2456,106,464,570,13375,7982,21357,2576,2289,4865,51233.0,100375.0,25702.0,1.069565971,100375.0,3.905338106,3.5691,33.6931,199.8505603985056,KARENGA,-0.163203582391432,-0.862623673292181,0.178,2,False,0.5034322303861564,0.17,False,False
NAMISINDWA,Namisindwa,"231,500",231500.0,MANAFWA,MANAFWA,NAMISINDWA,NAMISINDWA,NAMISINDWA,NAMISINDWA,Bugisu,Namisindwa District,70,63,133,5207,3290,8497,9433,4301,13734,2626,2045,4671,3392,2737,6129,70,63,133,4525,3053,7578,7425,3528,10953,3032,2499,5531,2418,1930,4348,28543,70,63,133,4471,3038,7509,7357,3497,10854,2975,2454,5429,2364,1904,4268,822,1282,2104,20728,12436,33164,3462,2800,6262,204281.0,257346.0,298.0,1.023361195,257346.0,863.5771812,0.9054,34.3754,110.912934337429,NAMISINDWA,0.04317768982793534,0.09131887822672273,0.459,3,False,-0.06485662844277847,0.462,False,False
BULAMBULI,Bulambuli,"230,600",230600.0,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,Bugisu,Bulambuli District,47,15,62,8126,5174,13300,12650,5732,18382,3499,2814,6313,4478,3914,8392,44,14,50,6762,4416,11178,10205,4877,15082,3786,3344,7130,2968,2387,5355,38795,41,9,50,7535,4902,12437,11091,5224,16315,4111,3631,7742,3297,2628,5925,424,937,1361,28800,17649,46449,4525,3929,8454,174513.0,235391.0,695.0,1.030377121,235391.0,338.6920863,1.4815,34.2866,164.81088911640632,BULAMBULI,0.029487263041499602,0.12383169979072921,0.493,3,False,-0.06476906676830212,0.494,False,False
NGORA,Ngora,"165,800",165800.0,NGORA,NGORA,NGORA,NGORA,NGORA,NGORA,Teso,Ngora District,102,31,133,11959,8094,20053,16718,7531,24249,4897,3781,8678,4325,3734,8059,100,31,131,11959,7735,19694,16721,7526,24247,4344,3747,8091,4892,3781,8673,60836,100,31,131,11805,7617,19422,16550,7472,24022,4313,3730,8043,4850,3719,8569,1655,3090,4745,38001,23171,61172,4427,3765,8192,141919.0,213777.0,640.0,1.041818448,213777.0,334.0265625,1.4908,33.7518,284.57691893889427,NGORA,0.029654002177276408,1.052908405327175,0.139,1,False,0.47167875953618077,0.147,False,False
KAPELEBYONG,Kapelebyong,"103,800",103800.0,AMURIA,AMURIA,AMURIA,KAPELEBYONG,KAPELEBYONG,KAPELEBYONG,Teso,Kapelebyong District,9,3,12,16100,7937,24037,16395,4867,21262,6040,4539,10579,4432,4136,8568,9,3,11,16136,7944,24080,16395,5253,21648,4432,4130,8562,6039,4539,10578,64879,8,3,11,16029,8313,24342,16289,4845,21134,4400,4090,8490,5999,4491,10490,540,1365,1905,42976,21482,64458,4441,4139,8580,87580.0,143536.0,1203.0,1.050644012,143536.0,119.3150457,2.211,33.7518,452.0050718983391,KAPELEBYONG,0.6148865942463733,1.8933076387162284,0.053,1,False,0.753228697252298,0.051,False,False
MOYO,Moyo,"109,500",109500.0,MOYO,MOYO,MOYO,MOYO,MOYO,MOYO,West Nile,Moyo District,1,3,4,6777,5517,12294,6854,3502,10356,2946,2571,5517,2969,2885,5854,1,3,4,6723,5468,12191,6777,3473,10250,2948,2864,5812,2919,2547,5466,33723,1,3,4,6651,5392,12043,6699,3452,10151,2911,2835,5746,2877,2502,5379,146,412,558,19547,14478,34025,2970,2888,5858,95951.0,109572.0,1072.0,1.013362919,109572.0,102.2126866,3.636,31.7651,307.7702332712737,MOYO,0.091606130355851,0.94169106333932,0.156,1,False,0.544907821696565,0.155,False,False
NTOROKO,Ntoroko,"76,000",76000.0,NTOROKO,NTOROKO,NTOROKO,NTOROKO,NTOROKO,NTOROKO,Tooro,Ntoroko District,2,4,6,970,612,1582,1756,856,2612,529,441,970,648,591,1239,2,4,6,919,586,1505,1641,794,2435,589,533,1122,511,424,935,6003,2,4,6,930,589,1519,1666,807,2473,610,546,1156,507,414,921,47,117,164,3905,2504,6409,650,595,1245,67005.0,114858.0,1236.0,1.055371602,114858.0,92.92718447,1.0125,30.3897,52.264535339288514,NTOROKO,0.4902470981267243,0.9660686575046132,0.164,3,False,-0.5021125422068192,0.135,False,False
BUNDIBUGYO,Bundibugyo,"263,800",263800.0,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,Tooro,Bundibugyo District,10,7,17,9249,5054,14303,17772,12235,30007,3726,2853,6579,4487,3924,8411,10,7,16,9269,5069,14338,17667,10130,27797,4470,3922,8392,3627,2851,6478,57021,9,7,16,9257,5061,14318,17637,10119,27756,4485,3924,8409,3631,2854,6485,352,652,1004,35244,24073,59317,4497,3931,8428,224387.0,264778.0,850.0,1.016689692,264778.0,311.5035294,0.6852,0.0,215.35399466723067,BUNDIBUGYO,0.2415531288956681,1.870439005127146,0.001,3,True,-0.9598918602551421,0.002,False,True
KIRYANDONGO,Kiryandongo,"313,800",313800.0,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,Bunyoro,Kiryandongo District,18,17,35,22047,16519,38566,16811,9002,25813,10315,8836,19151,11661,11027,22688,81,15,34,21476,16063,37539,16232,8731,24963,11293,10660,21953,10018,8576,18594,103083,19,15,34,21527,16267,37794,16392,8546,24938,11335,10686,22021,10256,8630,18886,1403,2694,4097,60852,45401,106253,11679,11044,22723,266197.0,364872.0,3582.0,1.032033365,364872.0,101.8626466,2.018,32.0837,282.51825297638624,KIRYANDONGO,0.015609700158276119,0.6649931514956464,0.209,1,False,0.2918411485106209,0.234,False,False
MITYANA,Mityana,"362,500",362500.0,MITYANA,MITYANA,MITYANA,MITYANA,MITYANA,MITYANA,North Central,Mityana District,25,21,46,10827,7778,18605,17405,9702,27107,5658,4698,10356,6034,5744,11778,19,16,42,10256,7382,17638,16023,9093,25116,5699,5374,11073,5311,4399,9710,63579,22,20,42,10388,7487,17875,16583,9170,25753,5771,5403,11174,5426,4468,9894,324,1146,1470,39949,27943,67892,6059,5765,11824,328964.0,407386.0,1525.0,1.021611499,407386.0,267.1383607,0.4016,32.044,156.065746000108,MITYANA,-0.13929372431094733,-0.7104231681902576,0.225,2,False,0.26319577659442983,0.231,False,False
KYOTERA,Kyotera,"261,000",261000.0,RAKAI,RAKAI,KYOTERA,KYOTERA,KYOTERA,KYOTERA,South Central,Kyotera District,18,14,32,7766,6471,14237,12620,8068,20688,3902,3196,7098,3512,3366,6878,17,15,32,7755,6466,14221,12601,8060,20661,3500,3351,6851,3895,3194,7089,48854,17,15,32,7748,6465,14213,12567,8048,20615,3497,3345,6842,3898,3184,7082,228,733,961,27818,21115,48933,3530,3380,6910,239563.0,275917.0,1723.0,1.014228644,275917.0,160.1375508,0.6359,31.5456,177.06049282936533,KYOTERA,0.3244950726769505,1.6538042309637313,0.015,3,True,-0.7644692277424039,0.012,False,True
GOMBA,Gomba,"173,800",173800.0,GOMBA,GOMBA,GOMBA,GOMBA,GOMBA,GOMBA,South Central,Gomba District,15,12,27,5032,3912,8944,7371,5425,12796,2172,1876,4048,1846,1796,3642,15,12,27,4809,3702,8511,7054,5125,12179,1782,1748,3530,2084,1783,3867,28114,15,12,27,4865,3748,8613,7130,5256,12386,1786,1748,3534,2081,1801,3882,194,875,1069,16436,13021,29457,1861,1808,3669,159922.0,19912.0,1670.0,0.811933886,19912.0,11.92335329,0.223,31.6739,1411.912414624347,GOMBA,-3.1299366324545286,-1.662887641224398,0.027,4,True,-0.631131179469645,0.026,False,True
RAKAI,Rakai,"317,700",317700.0,RAKAI,RAKAI,RAKAI,RAKAI,RAKAI,RAKAI,South Central,Rakai District,1,1,2,8549,6165,14714,10835,5822,16657,2949,2525,5474,2443,2228,4671,1,1,2,8536,6182,14718,10819,5807,16626,2437,2220,4657,2944,2521,5465,41468,1,1,2,8508,6184,14692,10775,5864,16639,2431,2205,4636,2940,2535,5475,183,564,747,24777,16741,41518,2444,2229,4673,276746.0,346885.0,1528.0,1.02284639,346885.0,227.0189791,0.7083,31.3542,119.54394107557259,RAKAI,0.42564834215188124,1.1972274508500937,0.093,3,False,-0.6245549200251753,0.074,False,False
BUSHENYI,Bushenyi,"248,300",248300.0,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,Ankole,Bushenyi District,6,0,6,1207,1181,2388,2864,2519,5383,415,423,838,481,464,945,1,0,1,1153,1112,2265,2603,2030,4633,448,423,871,395,403,798,8568,1,0,1,1142,1089,2231,2560,2005,4565,443,422,865,393,393,786,26,89,115,4973,4587,9560,487,464,951,234443.0,283392.0,845.0,1.019142779,283392.0,335.3751479,0.4875,30.1127,30.233739837398375,BUSHENYI,0.9935529535397928,2.001420466429495,0.001,3,True,-0.9196420834072094,0.003,False,True
ISINGIRO,Isingiro,"596,400",596400.0,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,Ankole,Isingiro District,19,12,31,13016,10783,23799,16064,9330,25394,5811,5095,10906,5880,5167,11047,19,12,31,12989,10785,23774,16029,9302,25331,5869,5163,11032,5802,5095,10897,71065,19,12,31,12959,10762,23721,15968,9269,25237,5860,5155,11015,5785,5081,10866,213,693,906,40790,30387,71177,5899,5179,11078,486360.0,635077.0,2536.0,1.027038806,635077.0,250.4246845,0.8435,30.8039,111.8998168725997,ISINGIRO,0.5639176528045748,1.7077546635510121,0.01,3,True,-0.7866902097411668,0.012,False,True
RWAMPARA,Rwampara,"144,600",144600.0,MBARARA,MBARARA,MBARARA,MBARARA,RWAMPARA,RWAMPARA,Ankole,Rwampara District,0,1,1,1509,1443,2952,3159,1782,4941,706,607,1313,494,419,913,0,1,1,1369,1356,2725,2666,1601,4267,421,365,786,674,565,1239,9018,0,1,1,1359,1341,2700,2640,1563,4203,414,355,769,671,559,1230,15,62,77,5868,4252,10120,494,420,914,127725.0,162967.0,542.0,1.024666118,162967.0,300.6771218,0.7476,30.482,55.336356440260914,RWAMPARA,0.9387535428595482,1.8768668871736005,0.001,3,True,-0.9680128826266559,0.002,False,True
HOIMA,Hoima,"374,500",374500.0,HOIMA,HOIMA,HOIMA,HOIMA,HOIMA,HOIMA,Bunyoro,Hoima District,14,11,25,6145,4270,10415,7315,3428,10743,2988,2394,5382,3803,3576,7379,14,11,31,6124,4245,10369,7273,3415,10688,3793,3549,7342,2977,2387,5364,33794,20,11,31,6127,4240,10367,7267,3410,10677,3780,3560,7340,2993,2377,5370,967,2049,3016,20265,13679,33944,3817,3587,7404,205432.0,257544.0,1341.0,1.022865037,257544.0,192.0536913,1.6343,31.171,131.21641350604168,HOIMA,0.13570268449128933,0.39083009626423915,0.394,3,False,-0.21866476917416286,0.377,False,False
KALAKI,Kalaki,"138,700",138700.0,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KALAKI,KALAKI,Teso,Kalaki District,16,17,33,15992,8861,24853,16786,5037,21823,6554,5225,11779,6789,6294,13083,16,17,33,15981,8861,24842,16778,5036,21814,6789,6292,13081,6554,5225,11779,71549,16,17,33,15981,8831,24812,16781,5036,21817,6786,6292,13078,6585,5240,11825,659,1301,1960,46137,25434,71571,6805,6311,13116,109874.0,149736.0,658.0,1.031438004,149736.0,227.56231,0.0,0.0,477.834321739595,KALAKI,0.6729740600864036,1.7987204655502738,0.055,1,False,0.7232545384813086,0.049,True,False
OBONGI,Obongi,"49,100",49100.0,MOYO,MOYO,MOYO,MOYO,OBONGI,OBONGI,West Nile,Obongi District,11,5,16,8220,5686,13906,7945,3002,10947,2612,2229,4841,3575,3588,7163,2,2,27,5974,4483,10457,5475,2277,7752,2640,2576,5216,2087,1765,3852,27304,13,14,27,5981,4471,10452,5562,2286,7848,2611,2548,5159,2138,1796,3934,158,405,563,22363,14510,36873,3586,3593,7179,43061.0,142983.0,837.0,1.127509032,142983.0,170.827957,3.4335,31.5827,190.95976444752174,OBONGI,-0.1946142659822853,-1.1014866646841188,0.124,2,False,0.5333323362976101,0.134,False,False
KAZO,Kazo,"217,600",217600.0,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KAZO,KAZO,Ankole,Kazo District,41,28,69,11124,9062,20186,12512,7670,20182,4788,3939,8727,3364,3001,6365,37,27,64,10905,8900,19805,12045,7492,19537,3248,2900,6148,4675,3860,8535,54089,37,27,64,10862,8812,19674,11952,7405,19357,3195,2866,6061,4639,3844,8483,270,924,1194,31829,23700,55529,3405,3029,6434,177054.0,208898.0,1558.0,1.016676661,208898.0,134.0808729,0.3576,32.5571,258.9254085726048,KAZO,0.013735825284655449,0.5307325770064614,0.331,3,False,-0.2555093394750158,0.308,False,False
ARUA,Terego,"233,700",233700.0,ARUA,ARUA,ARUA,ARUA,TEREGO,TEREGO,West Nile,Terego District,56,40,96,33780,22754,56534,38999,12901,51900,14424,11776,26200,16262,15376,31638,14,6,20,24797,18222,43019,22253,8291,30544,10939,10251,21190,10874,9348,20222,114995,14,6,20,24605,18206,42811,22102,8205,30307,10890,10188,21078,10857,9334,20191,1078,2512,3590,103521,62847,166368,16318,15416,31734,199303.0,323253.0,1200.0,1.049549371,323253.0,269.3775,3.171,31.1252,355.7430248133815,TEREGO,-0.2781842195067398,-0.7023104610316037,0.252,4,False,-0.7165287475410023,0.242,False,False
ARUA,Arua,"517,300",517300.0,ARUA,ARUA,ARUA,ARUA,ARUA,ARUA,West Nile,Arua District,12,0,12,4623,2498,7121,4522,1705,6227,1677,1357,3034,1536,1461,2997,11,0,11,4376,2394,6770,4023,1584,5607,1431,1358,2789,1576,1266,2842,18019,11,0,11,4444,2412,6856,4067,1591,5658,1458,1379,2837,1605,1283,2888,412,680,1092,12370,7021,19391,1548,1461,3009,133534.0,159722.0,800.0,1.018069175,159722.0,199.6525,3.0018,30.9876,112.81476565532613,ARUA,-0.2781842195067399,-0.39125110733195684,0.262,2,False,0.3823196043315028,0.261,False,False
