dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),ANNUAL GROWTH RATE[Pt?=P0?×(1+r)t],TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold
MADI OKOLLO,Madi Okollo,"164,200",164200.0,ARUA,ARUA,ARUA,ARUA,MADI OKOLLO,MADI-OKOLLO,West Nile,Madi-Okollo District,72,51,123,32213,22693,54906,27211,9394,36605,16855,14225,31080,17485,17444,34929,72,51,123,31416,21730,53146,26879,9269,36148,17112,17077,34189,17580,13776,31356,154962,72,50,122,31034,21795,52829,26342,9132,35474,16861,16813,33674,16377,13828,30205,1171,2292,3463,93836,63807,157643,17557,17495,35052,140188.0,178051.0,2048.0,1.024196666,173844.5417,84.88503013,2.8218,31.2168,891.382602436922,MADI-OKOLLO,2.7074211391477254,3.521151697914739,0.008,1,True,1.3635434165612763,0.004,True,False
KARENGA,Karenga,"68,500",68500.0,KAABONG,KAABONG,KAABONG,KAABONG,KARENGA,KARENGA,Karamoja,Karenga District,0,0,0,4473,2704,7177,5233,1990,7223,1640,1295,2935,3700,3403,7103,0,0,0,4455,2698,7153,5147,1948,7095,3629,3290,6919,1635,1286,2921,24088,0,0,0,4424,2671,7095,5117,1928,7045,3570,3092,6662,1625,1267,2892,168,536,704,15046,9392,24438,3700,3403,7103,51233.0,100375.0,25702.0,1.069565971,93846.47859,3.651329803,3.5691,33.6931,256.67452164333787,KARENGA,-0.16449452739059886,-0.7860468637400632,0.166,2,False,0.49628584782664104,0.145,False,False
NAMISINDWA,Namisindwa,"231,500",231500.0,MANAFWA,MANAFWA,NAMISINDWA,NAMISINDWA,NAMISINDWA,NAMISINDWA,Bugisu,Namisindwa District,40,27,67,4893,3194,8087,8167,4499,12666,2850,2294,5144,3353,2899,6252,40,27,67,4665,3109,7774,7469,4289,11758,3228,2810,6038,2776,2229,5005,30642,40,27,67,4589,3008,7597,7361,4258,11619,3164,2728,5892,2691,2337,5028,788,1179,1967,19303,12913,32216,3393,2926,6319,204281.0,257346.0,298.0,1.023361195,251471.3293,843.8635212,0.9054,34.3754,121.85086898492806,NAMISINDWA,0.01974022951947526,0.07596171329256576,0.451,3,False,-0.029937215599150035,0.452,False,False
BULAMBULI,Bulambuli,"230,600",230600.0,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,Bugisu,Bulambuli District,7,6,13,6289,4027,10316,9434,4835,14269,2639,2109,4748,3774,3213,6987,7,6,13,6223,4001,10224,9347,4784,14131,3746,3193,6939,2628,2104,4732,36039,7,6,13,6141,3918,10059,9105,4751,13856,3718,3165,6883,2582,2067,4649,490,996,1486,22143,14190,36333,3781,3219,7000,174513.0,235391.0,695.0,1.030377121,228451.3069,328.7069165,1.4815,34.2866,157.75352957720375,BULAMBULI,0.25374828958494633,0.8429869065420452,0.198,3,False,-0.36869151362188185,0.178,False,False
NGORA,Ngora,"165,800",165800.0,NGORA,NGORA,NGORA,NGORA,NGORA,NGORA,Teso,Ngora District,20,17,37,14329,9094,23423,20310,9050,29360,6908,5302,12210,5896,5048,10944,20,17,37,14326,9083,23409,20297,9049,29346,5894,5013,10907,6893,5265,12158,75857,17,12,29,13905,8780,22685,19674,8778,28452,5675,4872,10547,6677,4986,11663,1906,3791,5697,47463,28511,75974,5916,5065,10981,141919.0,213777.0,640.0,1.041818448,205196.0208,320.6187825,1.4908,33.7518,369.6806580568935,NGORA,0.01917845545527804,0.4452882188256309,0.266,1,False,0.20910691316566218,0.256,False,False
KAPELEBYONG,Kapelebyong,"103,800",103800.0,AMURIA,AMURIA,AMURIA,KAPELEBYONG,KAPELEBYONG,KAPELEBYONG,Teso,Kapelebyong District,16,17,33,14724,7067,21791,16201,5176,21377,10245,4277,14522,4573,4054,8627,16,17,33,14683,7050,21733,16167,5168,21335,4554,4047,8601,5630,4274,9904,61606,16,17,33,14617,7015,21632,16142,5132,21274,4544,4000,8544,5588,4262,9850,698,1582,2280,45759,20591,66350,4589,4071,8660,87580.0,143536.0,1203.0,1.050644012,136617.1589,113.5637231,2.211,33.7518,450.93896327542495,KAPELEBYONG,0.12276793733340953,0.7440144290533055,0.205,1,False,0.3135653553167945,0.176,False,False
MOYO,Moyo,"109,500",109500.0,MOYO,MOYO,MOYO,MOYO,MOYO,MOYO,West Nile,Moyo District,13,21,34,18161,14382,32543,14095,6347,20442,9906,8746,18652,9476,9607,19083,13,21,34,17904,14194,32098,13881,6257,20138,9402,9534,18936,9795,8661,18456,89662,13,21,34,17730,14063,31793,13698,6200,19898,9299,9383,18682,9804,8593,18397,279,781,1060,51651,39103,90754,9489,9628,19117,95951.0,109572.0,1072.0,1.013362919,108127.1063,100.8648379,3.636,31.7651,829.2277770870115,MOYO,4.6966880807118585,4.283610443213844,0.003,1,True,2.6435236976195364,0.001,True,False
NTOROKO,Ntoroko,"76,000",76000.0,NTOROKO,NTOROKO,NTOROKO,NTOROKO,NTOROKO,NTOROKO,Tooro,Ntoroko District,2,0,2,1713,1100,2813,2420,1208,3628,870,723,1593,1151,1081,2232,2,1,3,1660,1068,2728,2339,1166,3505,1095,1036,2131,847,688,1535,9902,2,1,3,1549,940,2489,2022,1065,3087,1013,956,1969,778,604,1382,58,100,158,6156,4112,10268,1153,1081,2234,67005.0,114858.0,1236.0,1.055371602,108831.8085,88.05162497,1.0125,30.3897,90.98442942809316,NTOROKO,0.27085927299626855,0.575305641138999,0.314,3,False,-0.2935298714514429,0.267,False,False
BUNDIBUGYO,Bundibugyo,"263,800",263800.0,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,Tooro,Bundibugyo District,10,13,23,16626,9503,26129,26143,12997,39140,8985,6872,15857,12080,11004,23084,8,13,21,16574,9473,26047,26046,12897,38943,12269,11010,23279,8995,6839,15834,104124,8,13,21,16470,9349,25819,25922,12931,38853,12123,10865,22988,8842,6753,15595,560,1075,1635,63844,40389,104233,12090,11017,23107,224387.0,264778.0,850.0,1.016689692,260431.4787,306.389975,0.6852,0.0,399.81341932917417,BUNDIBUGYO,-0.15141459239283464,-1.436590833602409,0.023,4,True,-0.7388748822328376,0.025,False,True
KIRYANDONGO,Kiryandongo,"313,800",313800.0,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,Bunyoro,Kiryandongo District,15,12,27,19822,15068,34890,15740,7383,23123,9879,8034,17913,11924,11276,23200,18,11,29,29253,14262,43515,14631,6798,21429,11293,10893,22186,9345,7801,17146,104305,19,13,32,19439,14889,34328,15365,7097,22462,11660,11212,22872,9698,7849,17547,1634,3184,4818,57380,41773,99153,11939,11288,23227,266197.0,364872.0,3582.0,1.032033365,353546.7092,98.70092383,2.018,32.0837,295.0246665738163,KIRYANDONGO,-0.02499256148816288,-0.2702876772726464,0.322,2,False,0.13245856380406046,0.319,False,False
MITYANA,Mityana,"362,500",362500.0,MITYANA,MITYANA,MITYANA,MITYANA,MITYANA,MITYANA,North Central,Mityana District,22,20,42,20320,16881,37201,27811,19989,47800,11642,10328,21970,10999,10190,21189,23,27,50,18498,15604,34102,24608,15599,40207,10051,9435,19486,10714,9540,20254,114099,23,19,42,19463,16391,35854,26253,16329,42582,10431,9810,20241,11287,10063,21350,567,1841,2408,70794,57408,128202,11021,10210,21231,328964.0,407386.0,1525.0,1.021611499,398768.0252,261.4872296,0.4016,32.044,286.1287585502229,MITYANA,-0.039756245758245906,-0.4396221704073781,0.277,2,False,0.17913414078941972,0.262,False,False
KYOTERA,Kyotera,"261,000",261000.0,RAKAI,RAKAI,KYOTERA,KYOTERA,KYOTERA,KYOTERA,South Central,Kyotera District,25,13,38,14651,12890,27541,17265,11116,28381,7820,7118,14938,6582,6013,12595,17,14,31,14580,12830,27410,16451,10980,27431,6531,5980,12511,7787,7097,14884,82267,16,14,30,14554,12812,27366,16312,10915,27227,6511,5962,12473,7751,7058,14809,349,1275,1624,46343,37150,83493,6607,6026,12633,239563.0,275917.0,1723.0,1.014228644,272046.1523,157.8909763,0.6359,31.5456,302.4008952322168,KYOTERA,0.09331077972180783,1.3099721647402325,0.064,3,False,-0.5873129740742935,0.052,False,False
GOMBA,Gomba,"173,800",173800.0,GOMBA,GOMBA,GOMBA,GOMBA,GOMBA,GOMBA,South Central,Gomba District,4,0,4,6114,4985,11099,7520,5366,12886,3289,2942,6231,2541,2501,5042,4,0,4,5880,4772,10652,6859,4779,11638,2458,2409,4867,3090,2771,5861,33022,4,0,4,5363,4326,9689,6452,4543,10995,2279,2226,4505,2838,2536,5374,156,827,983,19468,15794,35262,2545,2501,5046,159922.0,19912.0,1670.0,0.811933886,24524.16427,14.68512831,0.223,31.6739,1346.5086775819416,GOMBA,-1.6400582240245143,-1.1553038815413323,0.095,4,False,-0.4341391927288742,0.086,False,False
RAKAI,Rakai,"317,700",317700.0,RAKAI,RAKAI,RAKAI,RAKAI,RAKAI,RAKAI,South Central,Rakai District,1,3,4,20292,16119,36411,19236,10790,30026,9272,8199,17471,6897,6561,13458,0,3,3,19472,15390,34862,18531,10179,28710,6683,6364,13047,8794,7875,16669,93291,0,3,3,20260,16089,36349,19168,10559,29727,6842,6544,13386,9239,8162,17401,386,997,1383,55698,41672,97370,6898,6564,13462,276746.0,346885.0,1528.0,1.02284639,339136.945,221.9482624,0.7083,31.3542,275.083565431068,RAKAI,0.14285046414779107,1.0688200038369118,0.11,3,False,-0.5489366113376215,0.097,False,False
BUSHENYI,Bushenyi,"248,300",248300.0,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,Ankole,Bushenyi District,0,0,0,2940,2802,5742,4585,3575,8160,1111,1030,2141,1030,976,2006,0,0,0,2900,2766,5666,4513,3532,8045,1012,964,1976,1095,1011,2106,17793,0,0,0,2804,2668,5472,4388,3419,7807,977,941,1918,1069,980,2049,36,264,300,9666,8383,18049,1030,976,2006,234443.0,283392.0,845.0,1.019142779,278068.9869,329.0757241,0.4875,30.1127,63.987718293801564,BUSHENYI,1.0207722588129586,2.1863700814865377,0.001,3,True,-0.9844765080239966,0.001,False,True
ISINGIRO,Isingiro,"596,400",596400.0,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,Ankole,Isingiro District,103,75,178,22211,18122,40333,23888,14034,37922,10543,9361,19904,9663,8974,18637,103,75,178,22133,18062,40195,23761,13918,37679,9627,8941,18568,10522,9326,19848,116468,103,75,178,21406,17622,39028,23410,13751,37161,9305,8633,17938,10040,8758,18798,398,960,1358,66408,50566,116974,9766,9049,18815,486360.0,635077.0,2536.0,1.027038806,618357.3554,243.8317647,0.8435,30.8039,188.35063411618958,ISINGIRO,0.4306491086923947,1.6526990771072152,0.011,3,True,-0.7413203115356358,0.018,False,True
RWAMPARA,Rwampara,"144,600",144600.0,MBARARA,MBARARA,MBARARA,MBARARA,RWAMPARA,RWAMPARA,Ankole,Rwampara District,0,0,0,965,918,1883,2061,1378,3439,436,417,853,373,301,674,0,0,0,786,756,1542,1622,1039,2661,263,224,487,324,304,628,5318,0,0,0,784,756,1540,1613,1033,2646,258,224,482,320,304,624,13,88,101,3835,3014,6849,373,301,674,127725.0,162967.0,542.0,1.024666118,159044.0019,293.4391178,0.7476,30.482,33.43728739511804,RWAMPARA,1.0255629431569606,1.7403631820984513,0.005,3,True,-0.8945531432376626,0.004,False,True
HOIMA,Hoima,"374,500",374500.0,HOIMA,HOIMA,HOIMA,HOIMA,HOIMA,HOIMA,Bunyoro,Hoima District,14,3,17,7348,5499,12847,7061,3562,10623,3738,3191,6929,4502,4090,8592,5,3,8,7374,5472,12846,7049,3519,10568,4505,4081,8586,3732,3182,6914,38922,5,3,8,7296,5455,12751,6979,3483,10462,4489,4065,8554,3714,3170,6884,972,2077,3049,22663,16345,39008,4516,4093,8609,205432.0,257544.0,1341.0,1.022865037,251786.8835,187.7605395,1.6343,31.171,154.58311195150085,HOIMA,0.15299678454410257,0.43930469035859,0.375,3,False,-0.22081528936069816,0.333,False,False
KALAKI,Kalaki,"138,700",138700.0,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KALAKI,KALAKI,Teso,Kalaki District,38,37,75,15051,8008,23059,15421,5097,20518,6790,5458,12248,7265,6942,14207,38,37,75,14991,8008,22999,15421,5134,20555,7265,6942,14207,6790,5448,12238,70074,38,37,75,14991,8008,22999,15421,5133,20554,7265,6912,14177,6790,5448,12238,492,1015,1507,44565,25542,70107,7303,6979,14282,109874.0,149736.0,658.0,1.031438004,145172.0796,220.6262608,0.0,0.0,482.6961230635977,KALAKI,0.22070480573538157,1.0317990585146013,0.142,1,False,0.4335946887150819,0.128,False,False
OBONGI,Obongi,"49,100",49100.0,MOYO,MOYO,MOYO,MOYO,OBONGI,OBONGI,West Nile,Obongi District,8,2,10,23706,16850,40556,17861,6020,23881,10448,8810,19258,11868,11734,23602,5,2,7,22377,16187,38564,15554,5552,21106,11246,10987,22233,10094,8614,18708,100618,5,2,7,22153,16091,38244,15451,5470,20921,11060,10861,21921,130128,8416,138544,395,752,1147,63891,43416,107307,11876,11736,23612,43061.0,142983.0,837.0,1.127509032,126813.1749,151.5091695,3.4335,31.5827,793.434909892789,OBONGI,4.172046346476457,4.884793889462833,0.002,1,True,2.5307252035714543,0.002,True,False
KAZO,Kazo,"217,600",217600.0,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KAZO,KAZO,Ankole,Kazo District,44,30,74,15598,12255,27853,16621,9777,26398,6934,5900,12834,4916,4332,9248,39,24,63,14093,12054,26147,15796,9461,25257,4788,4197,8985,6829,5783,12612,73064,35,23,58,13627,11704,25331,15350,9116,24466,4616,4038,8654,6619,5577,12196,252,954,1206,44113,32294,76407,4960,4362,9322,177054.0,208898.0,1558.0,1.016676661,205471.4227,131.8815294,0.3576,32.5571,355.59202851618744,KAZO,-0.008253638039482454,-0.48955523785049376,0.343,4,False,-0.20913840285204854,0.321,False,False
ARUA,Terego,"233,700",233700.0,ARUA,ARUA,ARUA,ARUA,TEREGO,TEREGO,West Nile,Terego District,34,19,53,45449,28770,74219,42071,13913,55984,23725,19233,42958,25193,24079,49272,31,15,46,42802,26960,69762,37220,12603,49823,23621,22461,46082,22563,18349,40912,206625,30,15,45,42284,26732,69016,36667,12388,49055,23437,22381,45818,22222,18054,40276,1616,4228,5844,136472,86014,222486,25227,24098,49325,199303.0,323253.0,1200.0,1.049549371,307992.1811,256.6601509,3.171,31.1252,670.8774205307253,TEREGO,-0.5472524327145212,-0.44691460982536946,0.378,4,False,-0.44321698877470467,0.369,False,False
ARUA,Arua,"517,300",517300.0,ARUA,ARUA,ARUA,ARUA,ARUA,ARUA,West Nile,Arua District,1,5,6,9781,5607,15388,8340,3063,11403,4276,3055,7331,3595,3146,6741,1,5,6,8695,5042,13737,6681,2736,9417,3083,2779,5862,3600,2613,6213,35235,1,5,6,9681,5781,15462,7988,3008,10996,3546,3111,6657,4241,3038,7279,433,720,1153,25993,14876,40869,3596,3151,6747,133534.0,159722.0,800.0,1.018069175,156887.1781,196.1089727,3.0018,30.9876,224.58814306380847,ARUA,-0.5472524327145212,-1.1000738161544255,0.093,2,False,1.214310681741279,0.097,False,False
