dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),ANNUAL GROWTH RATE[Pt​=P0​×(1+r)t],TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold
KYENJOJO,Kyenjojo,"525,400",525400.0,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,Tooro,Kyenjojo District,45,29,74,24289,18136,42425,32139,20553,52692,11951,10357,22308,14294,13775,28069,42,30,72,22654,16926,39580,28720,17599,46319,13238,12757,25995,11268,9655,20923,132889,43,31,74,22556,16900,39456,28676,17605,46281,13224,12663,25887,11193,9629,20822,670,1558,2228,82718,62850,145568,14339,13804,28143,422204.0,543998.0,2352.0,1.025669629,517109.2556,219.8593774,0.6093,30.6401,256.9843772102075,KYENJOJO,0.27662405181339833,1.1537278820032058,0.084,3,False,-0.5047364852219989,0.108,False,False
KASESE,Kasese,"793,200",793200.0,KASESE,KASESE,KASESE,KASESE,KASESE,KASESE,Tooro,Kasese District,122,72,194,42728,37072,79800,67237,40941,108178,19512,16971,36483,20356,19257,39613,103,61,164,41148,35572,76720,57924,38585,96509,19357,18310,37667,18679,16261,34940,246000,110,89,199,41462,35828,77290,58379,39526,97905,19324,18321,37645,18774,16702,35476,833,1633,2466,149955,114313,264268,20478,19329,39807,694987.0,853831.0,2795.0,1.020797326,819394.1729,293.1642837,0.1699,0.0,300.221807935681,KASESE,0.13221346286301786,0.8020819743527107,0.197,3,False,-0.3185762581277778,0.213,False,False
SHEEMA,Sheema,"220,500",220500.0,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,Ankole,Sheema District,0,0,0,856,849,1705,1519,1224,2743,350,364,714,397,313,710,0,0,0,817,841,1658,1405,1148,2553,364,288,652,332,344,676,5539,0,0,0,817,841,1658,1405,1147,2552,364,288,652,332,343,675,1,28,29,3122,2750,5872,397,313,710,207343.0,252275.0,327.0,1.019808162,242570.089,741.8045534,0.5515,30.3897,22.834637291162473,SHEEMA,1.322549696854237,2.580261663543823,0.001,3,True,-1.0509316112737377,0.001,False,True
RUBIRIZI,Rubirizi,"144,100",144100.0,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,Ankole,Rubirizi District,7,3,10,6203,5460,11663,8744,5201,13945,2989,2718,5707,2516,2391,4907,6,3,9,6230,5487,11717,8669,5169,13838,2521,2387,4908,2994,2730,5724,36196,6,3,9,6225,5486,11711,8663,5159,13822,2519,2384,4903,2992,2730,5722,45,141,186,20459,15773,36232,2523,2394,4917,129149.0,168211.0,1096.0,1.026777479,159551.8057,145.5764651,0.2642,30.1084,226.8604848512849,RUBIRIZI,0.4104389276399211,1.5850319852079993,0.024,3,True,-0.6407495368408311,0.03,False,True
BUTALEJA,Butaleja,"300,500",300500.0,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,Bukedi,Butaleja District,315,258,573,31266,16576,47842,42053,13840,55893,24804,19747,44551,31893,28217,60110,309,252,561,29618,16202,45820,40973,13531,54504,31129,27567,58696,24358,19367,43725,203306,309,252,561,29030,15961,44991,42143,13413,55556,30598,27890,58488,23795,18897,42692,1289,2812,4101,130331,78638,208969,32208,28475,60683,244153.0,312771.0,655.0,1.025076887,297655.2835,454.4355474,0.0,0.0,683.0249999577112,BUTALEJA,0.22508136086335928,0.7033219573033409,0.186,1,False,0.3004610410596925,0.175,False,False
KIBAALE,Kibaale,"198,200",198200.0,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,Bunyoro,Kibaale District,40,25,65,5715,4187,9902,8340,5081,13421,3081,2637,5718,4837,4555,9392,27,14,41,5374,3930,9304,7050,4286,11336,4348,4084,8432,2841,2446,5287,34400,28,13,41,5176,3810,8986,7691,4267,11958,4296,4013,8309,2799,2379,5178,605,1821,2426,22013,16485,38498,4877,4580,9457,140947.0,237649.0,1153.0,1.053629727,214072.0462,185.6652612,0.8088,31.0335,160.69356373536638,KIBAALE,0.5201562341716874,1.4001646962110057,0.044,3,True,-0.6190971382228632,0.051,False,False
KIKUUBE,Kikuube,"358,700",358700.0,HOIMA,HOIMA,HOIMA,KIKUUBE,KIKUUBE,KIKUUBE,Bunyoro,Kikuube District,25,25,50,26944,17337,44281,32837,16865,49702,15900,13140,29040,27180,26223,53403,24,24,48,25991,16645,42636,31783,16145,47928,26560,25949,52509,18688,12857,31545,174666,23,37,60,25906,17011,42917,30986,15734,46720,26492,25629,52121,15571,12783,28354,1327,3374,4701,102886,73590,176476,27205,26248,53453,267455.0,379547.0,2098.0,1.035622516,353885.3585,168.6774826,1.2375,30.9876,493.56661925870554,KIKUUBE,-0.12678625651928258,-1.5978464743403116,0.027,4,True,-0.7073021406623562,0.018,False,True
LWENGO,Lwengo,"290,500",290500.0,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,South Central,Lwengo District,50,31,81,15560,12995,28555,16129,8680,24809,8732,7573,16305,7754,7272,15026,32,23,55,14922,12530,27452,14324,7648,21972,7117,6630,13747,8343,7247,15590,78816,32,23,55,14715,12256,26971,13889,7429,21318,6941,6405,13346,8119,7040,15159,383,1128,1511,48225,36551,84776,7804,7303,15107,262604.0,325263.0,988.0,1.021629283,311636.2703,315.4213262,0.4165,31.3999,252.91022743959468,LWENGO,0.2106948532081078,0.8740259619579671,0.166,3,False,-0.37703417549328394,0.183,False,False
AGAGO,Agago,"251,200",251200.0,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,Acholi,Agago District,24,25,49,66729,39309,106038,63923,19430,83353,25713,19917,45630,27137,25047,52184,23,22,45,66427,39161,105588,61789,19221,81010,26946,24737,51683,25618,19859,45477,283803,23,22,45,66145,39030,105175,61485,19145,80630,26788,24480,51268,25483,19771,45254,1510,3253,4763,183526,103728,287254,27161,25072,52233,227792.0,307235.0,3493.0,1.03037004,289390.4829,82.8486925,2.9251,0.0,980.6922368558652,AGAGO,1.4580769216659797,1.918746089673944,0.05,1,False,0.8865687885774777,0.038,True,False
APAC,Apac,"226,600",226600.0,APAC,APAC,APAC,APAC,APAC,APAC,Lango,Apac District,28,41,69,31026,17233,48259,33367,14279,47646,11887,9089,20976,13476,12223,25699,28,38,66,30924,17172,48096,33069,13886,46955,13397,12119,25516,11858,9076,20934,141567,28,38,66,30649,17027,47676,32685,13773,46458,13275,11988,25263,11762,8976,20738,1250,2458,3708,89784,52865,142649,13504,12264,25768,185322.0,221962.0,1783.0,1.018204859,214095.8747,120.0762057,1.8445,32.4014,661.23179719539,APAC,0.03475303489973948,0.09308210806300463,0.383,1,False,0.05507340528750927,0.369,False,False
PALLISA,Pallisa,"353,400",353400.0,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,Bukedi,Pallisa District,237,202,439,28905,15169,44074,34213,10579,44792,18243,14065,32308,22289,19831,42120,237,201,438,28819,15127,43946,34135,10436,44571,22275,19718,41993,18179,14057,32236,163184,236,200,436,28469,14862,43331,33744,10368,44112,22046,19409,41455,17914,13897,31811,1805,3745,5550,103887,59846,163733,22526,20033,42559,275128.0,334697.0,796.0,1.01979224,321831.3996,404.3108035,1.2009,33.7071,507.04810097094077,PALLISA,0.07969367680588967,0.903479922679567,0.149,1,False,0.3628631339163987,0.127,False,False
LIRA,Lira,"478,500",478500.0,LIRA,LIRA,LIRA,LIRA,LIRA,LIRA,Lango,Lira District,2,5,7,13095,6722,19817,19598,6145,25743,7066,5253,12319,9752,8554,18306,2,5,7,13010,6700,19710,19387,6106,25493,9709,8531,18240,7042,5239,12281,75731,2,5,7,12958,6675,19633,19301,6061,25362,9681,8501,18182,7015,5222,12237,754,1111,1865,49513,26679,76192,9754,8559,18313,200561.0,242216.0,1046.0,1.01905033,233244.5794,222.9871696,2.2316,32.9438,324.6849302770978,LIRA,-0.2329016769390515,-1.8664946897566264,0.057,2,False,0.6754307575807632,0.046,True,False
KOTIDO,Kotido,"206,500",206500.0,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,Karamoja,Kotido District,40,37,77,9009,6230,15239,22015,12450,34465,6856,5741,12597,23103,21205,44308,35,34,69,8513,5997,14510,20312,11173,31485,22393,20478,42871,6612,5386,11998,100933,35,35,70,8502,5969,14471,20281,11493,31774,21980,20254,42234,6479,5339,11818,192,955,1147,61023,45663,106686,23143,21242,44385,181050.0,219734.0,3610.0,1.019553156,211386.63,58.55585318,3.0352,0.0,477.4805293977202,KOTIDO,0.041384038309545915,0.7900757869734372,0.17,1,False,0.321385955010357,0.158,False,False
KALUNGU,Kalungu,"194,100",194100.0,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,South Central,Kalungu District,25,19,44,9778,9093,18871,8432,5243,13675,5287,5561,10848,4426,4637,9063,25,17,42,9604,11320,20924,7999,4994,12993,4227,4400,8627,5087,5391,10478,53064,25,17,42,9835,8777,18612,7907,4906,12813,4208,4425,8633,5094,5365,10459,246,827,1073,27948,24553,52501,4451,4656,9107,174368.0,221569.0,790.0,1.024245869,211203.2298,267.3458605,0.0953,31.7651,251.2461577895813,KALUNGU,-0.10762538835062983,-0.36007186322137075,0.285,2,False,0.18450212670465704,0.265,False,False
NAPAK,Napak,"158,300",158300.0,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,Karamoja,Napak District,19,11,30,7280,4750,12030,11809,4376,16185,6230,4903,11133,14840,12874,27714,19,11,30,7139,4672,11811,11359,4249,15608,14621,12701,27322,6176,4835,11011,65782,19,11,30,7064,4631,11695,11303,4233,15536,14530,12617,27147,6131,4797,10928,650,1103,1753,40178,26914,67092,14859,12885,27744,142224.0,211830.0,4822.0,1.040642258,195607.0713,40.56554776,2.4265,34.331,336.29663571370077,NAPAK,-0.06971291015545417,-0.495133677914186,0.24,2,False,0.22432973465964384,0.233,False,False
NAMUTUMBA,Namutumba,"306,500",306500.0,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,Busoga,Namutumba District,20,22,42,19737,11934,31671,32383,14373,46756,16444,13273,29717,23783,20955,44738,20,22,42,19509,11864,31373,31925,14260,46185,23479,20722,44201,16299,13167,29466,151267,20,20,40,18700,11373,30073,30018,13715,43733,22713,19983,42696,15674,14094,29768,982,2802,3784,92367,60557,152924,23803,20977,44780,252557.0,311339.0,812.0,1.021144992,298578.6176,367.7076571,0.8493,33.6623,506.6236866387046,NAMUTUMBA,0.13248152513911715,1.417042829326496,0.09,1,False,0.6057197308261237,0.071,False,False
BUGIRI,Bugiri,"480,400",480400.0,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,Busoga,Bugiri District,71,46,117,26836,15401,42237,41132,14241,55373,23628,19191,42819,30692,28567,59259,71,46,117,26664,15531,42195,40725,14091,54816,30512,28383,58895,23519,19067,42586,198609,71,46,117,26680,15335,42015,40813,14114,54927,30495,28430,58925,23459,19050,42509,2505,3281,5786,122359,77446,199805,30763,28613,59376,382913.0,480345.0,1033.0,1.022928589,459052.8011,444.3879972,0.5316,0.0,432.64957652820215,BUGIRI,-0.001196992737661135,-0.27320678188435343,0.318,2,False,0.12497739527651443,0.287,False,False
OTUKE,Otuke,"133,500",133500.0,OTUKE,OTUKE,OTUKE,OTUKE,OTUKE,OTUKE,Lango,Otuke District,6,10,16,20932,10705,31637,24097,6498,30595,11241,8075,19316,12865,11644,24509,6,9,15,20868,10683,31551,23937,6456,30393,12809,11598,24407,11218,8062,19280,105646,6,9,15,20675,10557,31232,23674,6360,30034,12689,11449,24138,11100,7903,19003,546,1385,1931,69141,36932,106073,12871,11654,24525,104254.0,161069.0,1549.0,1.044460267,147648.1859,95.31838986,2.5214,33.3486,715.5252152678158,OTUKE,0.5888119235719442,1.6177488301500964,0.072,1,False,0.6884166812338225,0.057,False,False
NEBBI,Nebbi,"282,600",282600.0,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,West Nile,Nebbi District,24,16,40,29598,16804,46402,37878,15297,53175,15168,12719,27887,23007,22433,45440,24,16,40,29408,16727,46135,37592,15236,52828,22877,22377,45254,15102,13196,28298,172555,24,16,40,29110,16505,45615,36817,14641,51458,22616,22069,44685,14947,12181,27128,1341,2392,3733,105675,67269,172944,23031,22449,45480,238757.0,299398.0,987.0,1.022890813,286147.7521,289.9166688,2.4104,31.2168,603.0276272787117,NEBBI,0.30558987586968706,0.9792668531018643,0.124,1,False,0.5947437123592639,0.106,False,False
KAMPALA,Kampala,"1,680,600",1680600.0,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,Kampala,Kampala District,1334,1237,2571,30431,25925,56356,74702,64028,138730,23737,22700,46437,27154,26304,53458,492,413,905,20922,17823,38745,45190,41783,86973,16937,16085,33022,15108,14440,29548,189193,479,397,876,19823,17306,37129,44825,41659,86484,16813,15915,32728,14830,14033,28863,1085,3879,4964,157358,140194,297552,28488,27541,56029,1507080.0,1797722.0,195.0,1.017791039,1735422.756,8899.603876,0.3152,32.5816,109.01839297997542,KAMPALA,0.9512840299458009,1.2848005343371645,0.031,3,True,-0.9519967535960938,0.031,False,True
PADER,Pader,"197,300",197300.0,PADER,PADER,PADER,PADER,PADER,PADER,Acholi,Pader District,31,30,61,54219,31078,85297,50196,15587,65783,24720,19438,44158,28280,25783,54063,28,28,56,53326,30584,83910,48916,15133,64049,27836,25384,53220,24232,19099,43331,244566,27,28,55,52188,30135,82323,48203,14753,62956,27207,24931,52138,23847,18779,42626,1536,3534,5070,157446,91916,249362,28311,25813,54124,178004.0,240159.0,3326.0,1.030402516,226196.065,68.00843807,2.9431,32.8084,1081.2124428424518,PADER,2.181705803851118,2.89231687568915,0.02,1,True,1.1239007831949852,0.014,True,False
ABIM,Abim,"153,500",153500.0,ABIM,ABIM,ABIM,ABIM,ABIM,ABIM,Karamoja,Abim District,12,18,30,14866,8361,23227,15518,7577,23095,7392,5695,13087,11752,10340,22092,12,17,29,14735,8130,22865,15190,7360,22550,11514,10145,21659,7237,5636,12873,79976,12,17,29,14458,7894,22352,14952,7274,22226,11251,9946,21197,7067,5481,12548,536,984,1520,49540,31991,81531,11764,10358,22122,107966.0,144084.0,2301.0,1.029278437,136003.4758,59.10624763,2.7067,33.6595,588.0437946866061,ABIM,0.2218908586285253,1.0029116255420145,0.128,1,False,0.47468579200408006,0.112,False,False
BUDUDA,Bududa,"271,100",271100.0,BUDUDA,BUDUDA,BUDUDA,BUDUDA,BUDUDA,BUDUDA,Bugisu,Bududa District,6,2,8,5209,3919,9128,7068,4238,11306,2448,2016,4464,2652,2482,5134,6,2,8,5209,3919,9128,7066,4235,11301,2653,2481,5134,2442,2016,4458,30029,6,2,8,5056,3805,8861,6881,4100,10981,2595,2419,5014,2368,1950,4318,334,717,1051,17383,12657,30040,2658,2484,5142,210173.0,26897.0,318.0,0.814165494,40576.8621,127.6001953,1.003,34.3338,740.0522969468356,BUDUDA,-0.5492767208364351,-1.3303711289009237,0.054,4,False,-0.5782199076425839,0.064,False,False
MANAFWA,Manafwa,"175,200",175200.0,MANAFWA,MANAFWA,MANAFWA,MANAFWA,MANAFWA,MANAFWA,Bugisu,Manafwa District,2,2,4,7426,5731,13157,12106,8002,20108,5490,5066,10556,9139,7911,17050,18,2,20,7307,5595,12902,11755,7659,19414,8974,7773,16747,5384,4895,10279,59362,2,2,4,7097,5398,12495,11428,7357,18785,8678,7513,16191,5142,4602,9744,896,1459,2355,34163,26712,60875,9141,7913,17054,149544.0,186917.0,237.0,1.022558071,178761.0267,754.2659352,0.0,0.0,332.07461993168334,MANAFWA,0.07809610237383362,0.5355507176669112,0.301,3,False,-0.24590662298891938,0.327,False,False
SIRONKO,Sironko,"274,300",274300.0,SIRONKO,SIRONKO,SIRONKO,SIRONKO,SIRONKO,SIRONKO,Bugisu,Sironko District,2,10,12,11950,8040,19990,20819,11510,32329,6076,4945,11021,7192,6036,13228,2,7,9,11436,7683,19119,19269,10611,29880,6782,5623,12405,5831,4754,10585,71998,3,8,11,10844,7300,18144,18422,10187,28609,6450,5305,11755,5572,4515,10087,573,1327,1900,46039,30541,76580,7194,6046,13240,242421.0,298363.0,383.0,1.020980559,286226.6186,747.3279858,1.2302,34.2491,251.54194376525402,SIRONKO,0.12257626616435771,0.5341548582233057,0.304,3,False,-0.21952676834048343,0.332,False,False
KATAKWI,Katakwi,"194,600",194600.0,KATAKWI,KATAKWI,KATAKWI,KATAKWI,KATAKWI,KATAKWI,Teso,Katakwi District,15,6,21,33820,21244,55064,33317,150876,184193,17258,13539,30797,17619,15920,33539,15,6,21,33915,21161,55076,33470,14859,48329,17571,15870,33441,17257,13535,30792,167659,16,6,22,33206,20796,54002,32994,14665,47659,17265,15541,32806,16877,13221,30098,1837,4785,6622,102029,201585,303614,17634,15926,33560,166231.0,234332.0,2306.0,1.03493234,218780.0327,94.87425528,1.9142,33.9583,766.3359308017874,KATAKWI,0.04728531429723644,0.09235602216252256,0.396,1,False,0.05400975237817241,0.357,False,False
KUMI,Kumi,"284,800",284800.0,KUMI,KUMI,KUMI,KUMI,KUMI,KUMI,Teso,Kumi District,5,2,7,34629,21087,55716,43400,20674,64074,16085,13195,29280,17816,16842,34658,5,0,5,34510,21017,55527,42809,20371,63180,17677,16722,34399,15984,13076,29060,182171,5,0,5,34175,20781,54956,42537,20223,62760,19162,16621,35783,15854,12975,28829,1532,3146,4678,111935,71800,183735,17821,16844,34665,239268.0,286992.0,1005.0,1.018353399,276740.5225,275.3637039,1.4877,33.9304,658.2736722266613,KUMI,0.20818335079286082,0.7014916872862846,0.174,1,False,0.30795913780604106,0.186,False,False
BULIISA,Buliisa,"149,300",149300.0,BULIISA,BULIISA,BULIISA,BULIISA,BULIISA,BULIISA,Bunyoro,Buliisa District,5,1,6,14513,8923,23436,16989,6055,23044,8917,7162,16079,12980,11908,24888,5,1,6,14058,8588,22646,13059,5648,18707,12467,11569,24036,8622,6980,15602,80997,5,1,6,14017,8594,22611,13213,5761,18974,12517,11468,23985,8577,6853,15430,959,2034,2993,53404,34049,87453,12985,11909,24894,113161.0,167894.0,1367.0,1.040240696,155155.6147,113.5008154,1.8992,31.3542,522.0371828413116,BULIISA,-0.02409101034377511,-0.2228796218504568,0.448,4,False,-0.08825925614057023,0.482,False,False
KAMWENGE,Kamwenge,"335,200",335200.0,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,Tooro,Kamwenge District,22,15,37,32531,20056,52587,40734,19931,60665,15678,12312,27990,19722,18270,37992,22,15,37,29978,19548,49526,38413,19508,57921,19131,17312,36443,15206,11887,27093,171020,22,15,37,29715,19442,49157,38584,18874,57458,19870,17443,37313,15094,11939,27033,769,2416,3185,108687,70584,179271,19744,18285,38029,270668.0,337167.0,1695.0,1.022211623,322673.5983,190.3679046,0.2903,30.574,530.0092753203726,KAMWENGE,-0.10669583096629,-0.9982519400697965,0.131,4,False,-0.36371026231072817,0.149,False,False
LYANTONDE,Lyantonde,"110,500",110500.0,LYANTONDE,LYANTONDE,LYANTONDE,LYANTONDE,LYANTONDE,LYANTONDE,South Central,Lyantonde District,21,9,30,7881,6778,14659,9178,5938,15116,4011,3749,7760,5411,2858,8269,19,9,28,7867,6760,14627,9125,5904,15029,3009,2836,5845,4007,3746,7753,43282,18,8,26,7646,6602,14248,8915,5776,14691,2921,2770,5691,3924,3666,7590,170,415,585,26502,19332,45834,5432,2867,8299,93753.0,133017.0,887.0,1.035600371,124028.8605,139.829606,0.2241,31.2168,348.96716639592125,LYANTONDE,0.08276848359061321,0.6614428792407346,0.25,3,False,-0.3102975768142412,0.267,False,False
SSEMBABULE,Ssembabule,"296,100",296100.0,SSEMBABULE,SSEMBABULE,SSEMBABULE,SSEMBABULE,SSEMBABULE,SEMBABULE,South Central,Sembabule District,4,4,8,12149,9672,21821,19652,12655,32307,7039,6126,13165,7345,6558,13903,4,4,8,11753,9365,21118,18960,12214,31174,7062,6314,13376,6786,5920,12706,78382,4,4,8,11824,9381,21205,19261,12392,31653,7165,6423,13588,6821,5927,12748,434,1410,1844,46189,35015,81204,7349,6562,13911,252597.0,305971.0,2317.0,1.019354414,294462.402,127.0877868,0.0638,31.3542,266.18678468838954,SEMBABULE,0.032840992884031035,0.23502004602091417,0.468,3,False,-0.06654489402189033,0.475,False,False
BUTAMBALA,Butambala,"107,800",107800.0,BUTAMBALA,BUTAMBALA,BUTAMBALA,BUTAMBALA,BUTAMBALA,BUTAMBALA,South Central,Butambala District,4,3,7,10167,9838,20005,9346,5890,15236,5240,5399,10639,4087,5427,9514,4,3,7,9949,9656,19605,8973,5705,14678,3879,3716,7595,5141,5254,10395,52280,4,3,7,9511,9241,18752,9644,5505,15149,3724,3515,7239,4926,5044,9970,135,472,607,28844,26557,55401,4091,5430,9521,10084.0,146516.0,405.0,1.306848434,85789.59355,211.8261569,0.1742,32.1065,609.3979215501248,BUTAMBALA,0.1245491214359135,0.41850038404830053,0.248,1,False,0.2360032614312722,0.256,False,False
KIRUHURA,Kiruhura,"185,700",185700.0,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,Ankole,Kiruhura District,1,6,7,9921,10125,20046,11828,9409,21237,5167,5073,10240,4387,4316,8703,1,6,7,9775,10032,19807,11366,8984,20350,4213,4146,8359,5094,4987,10081,58604,1,6,7,9734,9996,19730,11279,8936,20215,4176,4098,8274,5069,4960,10029,186,671,857,31304,28929,60233,4388,4322,8710,151023.0,203502.0,3003.0,1.03027357,191718.2976,63.84225696,0.322,30.8039,305.6776569249069,KIRUHURA,0.10998393965335843,0.7720914977995981,0.207,3,False,-0.2764041039405908,0.236,False,False
BUHWEJU,Buhweju,"144,100",144100.0,BUHWEJU,BUHWEJU,BUHWEJU,BUHWEJU,BUHWEJU,BUHWEJU,Ankole,Buhweju District,1,0,1,830,820,1650,1191,922,2113,552,368,920,403,338,741,1,0,1,809,815,1624,1137,901,2038,377,325,702,545,365,910,5275,1,0,1,795,811,1606,1114,874,1988,375,321,696,544,362,906,7,52,59,2977,2448,5425,404,338,742,12072.0,167921.0,751.0,1.301165617,99183.59711,132.0687045,0.3558,30.3897,53.18419732397624,BUHWEJU,0.9101524076307858,1.7786036504695804,0.009,3,True,-0.7816736546398048,0.011,False,True
KAKUMIRO,Kakumiro,"473,400",473400.0,KIBAALE,KAKUMIRO,KAKUMIRO,KAKUMIRO,KAKUMIRO,KAKUMIRO,Bunyoro,Kakumiro District,32,33,65,19801,13289,33090,23168,10312,33480,10295,8698,18993,14017,12356,26373,32,13,45,19258,12973,32231,21565,9842,31407,13396,11888,25284,10136,8387,18523,107490,31,12,43,19013,13041,32054,21149,10049,31198,13336,11827,25163,10123,8490,18613,1067,3394,4461,67313,44688,112001,14049,12389,26438,293108.0,428176.0,1701.0,1.038626657,396920.3732,233.3453105,1.0028,31.3084,270.8099842127227,KAKUMIRO,0.2983214133896856,1.3533407022820443,0.054,3,False,-0.5888445450338196,0.057,False,False
KABALE,Kabale,"248,700",248700.0,KABALE,KABALE,KABALE,KABALE,KABALE,KABALE,Kigezi,Kabale District,13,1,14,986,1050,2036,2969,3188,6157,587,503,1090,777,707,1484,1,1,2,582,673,1255,1989,2513,4502,379,385,764,284,277,561,7084,1,1,2,566,650,1216,1913,2431,4344,369,376,745,274,269,543,6,38,44,5332,5449,10781,790,708,1498,230609.0,285588.0,561.0,1.021612905,273632.2078,487.7579462,1.3505,30.0203,25.888765277140745,KABALE,1.5441505401987567,1.6735303906718924,0.002,3,True,-1.2343035879608422,0.002,False,True
AMUDAT,Amudat,"134,900",134900.0,AMUDAT,AMUDAT,AMUDAT,AMUDAT,AMUDAT,AMUDAT,Karamoja,Amudat District,41,25,66,3031,2584,5615,7127,2446,9573,2718,2272,4990,3831,3784,7615,31,17,48,2905,2511,5416,6497,2292,8789,3455,3406,6861,2587,2191,4778,25892,41,22,63,2791,2401,5192,6110,2193,8303,3259,3192,6451,2470,2053,4523,117,466,583,16748,11111,27859,3872,3809,7681,105769.0,203358.0,1616.0,1.067555067,178435.2646,110.4178618,1.7916,34.9066,145.10584585419446,AMUDAT,0.34179125796443754,0.8202085284415578,0.188,3,False,-0.3878583570836839,0.193,False,False
MAYUGE,Mayuge,"565,100",565100.0,MAYUGE,MAYUGE,MAYUGE,MAYUGE,MAYUGE,MAYUGE,Busoga,Mayuge District,40,12,52,26674,13696,40370,48146,18442,66588,17235,12945,30180,24491,21347,45838,40,11,51,26500,13615,40115,47538,18298,65836,24361,21202,45563,17190,12957,30147,181712,39,11,50,26165,13769,39934,46965,17950,64915,24188,21062,45250,17209,12788,29997,2508,4918,7426,116586,66442,183028,24531,21359,45890,473239.0,577563.0,1075.0,1.020121459,555003.3397,516.2821764,0.3125,33.528,327.40703884452677,MAYUGE,-0.05026844140640777,-0.3602064841582625,0.301,2,False,0.14752083613115072,0.271,False,False
NWOYA,Nwoya,"236,000",236000.0,NWOYA,NWOYA,NWOYA,NWOYA,NWOYA,NWOYA,Acholi,Nwoya District,43,29,72,21329,11642,32971,28992,10347,39339,12177,9586,21763,17593,17039,34632,35,22,57,20861,11426,32287,27801,9992,37793,17128,16441,33569,11928,9401,21329,125035,35,22,57,20653,11275,31928,27536,9713,37249,16964,16285,33249,11779,9227,21006,961,2263,3224,80134,48643,128777,17636,17068,34704,133506.0,220593.0,4679.0,1.051499558,199514.0747,42.64032373,2.6351,32.0028,626.6976411965386,NWOYA,0.14660643695579045,0.6055966970150046,0.214,1,False,0.25280470149169226,0.197,False,False
